TLID,NAME,WEIGHT
62068689,62068689_backward,76.04684
62068693,62068693_forward,79.45397
62063237,62063237_forward,100.81708
62063239,62063239_forward,167.41521
62063303,62063303_backward,210.82976
62068068,62068068_forward,143.90115
62068069,62068069_backward,110.26898
62068322,62068322_backward,136.81368
62064950,62064950_backward,63.06314
62064589,62064589_forward,137.64026
62064613,62064613_forward,87.27599
62064614,62064614_backward,256.64324
62065017,62065017_forward,112.35368
62068008,62068008_forward,113.01479
62068010,62068010_backward,294.73282
62068011,62068011_backward,123.34867
62057306,62057306_forward,42.24735
62057307,62057307_backward,289.1448
62057308,62057308_backward,178.34018
62057277,62057277_backward,101.40039
62057287,62057287_forward,41.15806
62057288,62057288_backward,256.36829
62057603,62057603_backward,354.43054
62057605,62057605_backward,117.85677
62051866,62051866_forward,57.70063
62051867,62051867_backward,96.91504
62051868,62051868_backward,48.12771
62051825,62051825_forward,95.74943
62051834,62051834_backward,61.26793
62051835,62051835_backward,70.05165
62099826,62099826_backward,247.2229
62044218,62044218_backward,426.41621
62044313,62044313_forward,661.63123
62099825,62099825_backward,136.06168
62057065,62057065_backward,42.24176
62099833,62099833_backward,144.37801
62099835,62099835_forward,655.33617
62099836,62099836_forward,163.57556
62099838,62099838_backward,621.95894
62105283,62105283_backward,313.71001
62099824,62099824_backward,421.42449
62099825,62099825_forward,136.06168
62099826,62099826_forward,247.2229
62044626,62044626_backward,478.82473
62054281,62054281_forward,137.15832
62099836,62099836_backward,163.57556
62099837,62099837_forward,127.25932
62099838,62099838_forward,621.95894
62044917,62044917_forward,191.90701
62044919,62044919_forward,174.28552
62088312,62088312_backward,715.78308
62044919,62044919_backward,174.28552
62050600,62050600_forward,126.6742
62052948,62052948_forward,59.28355
62052950,62052950_backward,154.39058
62052951,62052951_backward,100.45329
62054274,62054274_backward,42.23227
62054256,62054256_forward,110.16208
62065017,62065017_backward,112.35368
62079977,62079977_backward,21.16319
62068720,62068720_forward,58.1473
62068721,62068721_backward,130.2755
62079669,62079669_forward,70.43114
62063387,62063387_forward,69.2119
62063390,62063390_backward,92.70345
62063439,62063439_forward,315.06952
62068198,62068198_forward,146.00982
62068204,62068204_forward,153.28257
62068205,62068205_backward,88.96195
62068711,62068711_forward,75.08354
62068714,62068714_forward,58.14714
62068715,62068715_backward,48.68083
62068716,62068716_backward,197.15096
62071955,62071955_backward,553.96745
62052488,62052488_forward,431.7795
62082190,62082190_forward,146.13162
62083461,62083461_backward,36.10066
62064615,62064615_backward,144.04719
62077028,62077028_forward,110.15315
62079597,62079597_backward,150.31044
62080202,62080202_forward,37.99863
62080203,62080203_forward,126.09263
62053028,62053028_forward,165.12552
62053029,62053029_backward,20.65621
62053030,62053030_backward,237.13671
62051543,62051543_backward,46.53105
62076227,62076227_forward,28.51908
62099837,62099837_backward,127.25932
62099839,62099839_forward,203.94713
62044915,62044915_forward,181.57888
62044917,62044917_backward,191.90701
62088314,62088314_forward,477.70284
62080964,62080964_forward,182.95067
62044622,62044622_backward,165.58361
62099841,62099841_backward,478.26682
62044915,62044915_backward,181.57888
62088313,62088313_forward,270.23374
62053443,62053443_forward,97.73969
62053444,62053444_forward,50.26511
62068537,62068537_backward,24.42264
62044623,62044623_forward,339.01376
62044624,62044624_forward,480.16674
62044625,62044625_backward,930.64233
62043923,62043923_forward,1354.70609
62044313,62044313_backward,661.63123
62044619,62044619_backward,343.56728
62043917,62043917_forward,270.75942
62072279,62072279_backward,7.56506
62068052,62068052_forward,116.31936
62068057,62068057_forward,102.89599
62068059,62068059_backward,131.80437
62072279,62072279_forward,7.56506
62072355,62072355_backward,84.93185
62043917,62043917_backward,270.75942
62043918,62043918_forward,33.45997
62082857,62082857_forward,770.74827
62053349,62053349_backward,103.22725
62053350,62053350_forward,126.55452
62054726,62054726_backward,95.8108
62051834,62051834_forward,61.26793
62071930,62071930_forward,97.25539
62071931,62071931_forward,44.58239
62071932,62071932_backward,109.33511
62078055,62078055_backward,169.32016
62063428,62063428_forward,245.78639
62063430,62063430_backward,117.74311
62063432,62063432_forward,164.31732
62064612,62064612_forward,92.75462
62064614,62064614_forward,256.64324
62064619,62064619_backward,116.85159
62064620,62064620_backward,61.60735
62068697,62068697_forward,136.73651
62068700,62068700_backward,154.35732
62068701,62068701_backward,102.89754
62063422,62063422_forward,61.2762
62063427,62063427_backward,278.40322
62068214,62068214_forward,224.3254
62068216,62068216_forward,157.38904
62068217,62068217_backward,112.35394
62068458,62068458_backward,177.95626
62068237,62068237_forward,268.56705
62068249,62068249_backward,37.5408
62068250,62068250_backward,117.44531
62079554,62079554_forward,101.69278
62079669,62079669_backward,70.43114
62054279,62054279_backward,64.53777
62089052,62089052_forward,210.19539
62044619,62044619_forward,343.56728
62044620,62044620_forward,144.57872
62044621,62044621_backward,203.89853
62080455,62080455_backward,214.71016
62043918,62043918_backward,33.45997
62043919,62043919_forward,86.40485
62044080,62044080_forward,150.54632
62051634,62051634_forward,55.33926
62051636,62051636_forward,47.65275
62051640,62051640_backward,98.77099
62076272,62076272_backward,373.01485
62043916,62043916_backward,161.62868
62043919,62043919_backward,86.40485
62099821,62099821_forward,444.66145
62057303,62057303_forward,104.57181
62057306,62057306_backward,42.24735
62105361,62105361_forward,148.10353
62057276,62057276_backward,65.43569
62057277,62057277_forward,101.40039
62057602,62057602_forward,318.46153
62099821,62099821_backward,444.66145
62099822,62099822_forward,403.9469
62099824,62099824_forward,421.42449
62057112,62057112_forward,117.43123
62099839,62099839_backward,203.94713
62099841,62099841_forward,478.26682
62099842,62099842_forward,172.61995
62050590,62050590_backward,242.1458
62080202,62080202_backward,37.99863
62105101,62105101_forward,77.73147
62072355,62072355_forward,84.93185
62088313,62088313_backward,270.23374
62044621,62044621_forward,203.89853
62044622,62044622_forward,165.58361
62044623,62044623_backward,339.01376
62053440,62053440_forward,23.82898
62099846,62099846_backward,114.86637
62043921,62043921_forward,87.54832
62099822,62099822_backward,403.9469
62104752,62104752_backward,770.94339
62043921,62043921_backward,87.54832
62044766,62044766_forward,97.65935
62054177,62054177_forward,126.74409
62054185,62054185_backward,44.6794
62055753,62055753_backward,246.22454
62101200,62101200_backward,82.78258
62101201,62101201_forward,44.992
62101202,62101202_forward,47.60688
62054184,62054184_forward,104.08444
62054251,62054251_forward,106.3477
62054252,62054252_backward,75.06834
62064618,62064618_forward,121.7091
62064956,62064956_forward,146.27619
62064963,62064963_backward,79.44253
62064964,62064964_backward,75.14082
62063236,62063236_forward,456.36055
62063238,62063238_forward,178.67041
62063239,62063239_backward,167.41521
62063241,62063241_backward,82.22524
62064507,62064507_forward,150.66309
62064508,62064508_backward,284.76751
62064624,62064624_backward,231.76085
62068217,62068217_forward,112.35394
62068218,62068218_forward,95.93473
62068219,62068219_backward,113.03981
62068460,62068460_backward,237.36173
62068686,62068686_forward,184.73394
62068690,62068690_backward,68.36612
62068021,62068021_backward,143.47258
62068022,62068022_forward,140.8008
62068024,62068024_backward,64.56577
62081066,62081066_backward,84.28428
62064969,62064969_forward,186.95571
62065002,62065002_forward,76.86723
62065003,62065003_backward,308.52607
62065004,62065004_backward,76.8675
62068708,62068708_forward,109.2873
62068710,62068710_forward,53.15932
62068711,62068711_backward,75.08354
62044625,62044625_forward,930.64233
62044626,62044626_forward,478.82473
62044766,62044766_backward,97.65935
62051608,62051608_backward,173.09101
62070470,62070470_forward,172.09135
62099845,62099845_backward,432.67457
62099846,62099846_forward,114.86637
62099848,62099848_forward,111.59136
62044620,62044620_backward,144.57872
62051615,62051615_backward,135.835
62076232,62076232_forward,190.25664
62043915,62043915_backward,309.25839
62043916,62043916_forward,161.62868
62044080,62044080_backward,150.54632
62052948,62052948_backward,59.28355
62078774,62078774_forward,133.4339
62105237,62105237_forward,185.49312
62051811,62051811_forward,125.60949
62051812,62051812_backward,65.39766
62052154,62052154_forward,91.78701
62099848,62099848_backward,111.59136
62099849,62099849_forward,34.24261
62099850,62099850_forward,45.79487
62099850,62099850_backward,45.79487
62099849,62099849_backward,34.24261
62101651,62101651_backward,37.18866
62099842,62099842_backward,172.61995
62099843,62099843_forward,163.2575
62099845,62099845_forward,432.67457
62101650,62101650_forward,60.10798
62101651,62101651_forward,37.18866
62105276,62105276_backward,289.8219
62088314,62088314_backward,477.70284
62088320,62088320_forward,1738.83132
62043913,62043913_forward,155.97539
62043911,62043911_backward,230.55147
62043912,62043912_forward,186.66152
62043913,62043913_backward,155.97539
62043912,62043912_backward,186.66152
62043923,62043923_backward,1354.70609
62098500,62098500_backward,392.9274
62099843,62099843_backward,163.2575
62044624,62044624_backward,480.16674
62044616,62044616_backward,550.90348
62043908,62043908_forward,372.98655
62043915,62043915_forward,309.25839
62044630,62044630_backward,143.16975
62043907,62043907_backward,202.7832
62043908,62043908_backward,372.98655
62043911,62043911_forward,230.55147
62044631,62044631_backward,144.73127
62044630,62044630_forward,143.16975
62044631,62044631_forward,144.73127
62088246,62088246_backward,104.19211
62043907,62043907_forward,202.7832
62043909,62043909_backward,230.86275
62043910,62043910_backward,71.24861
62084179,62084179_forward,169.01592
62084181,62084181_forward,177.88781
62087743,62087743_backward,233.16346
62096402,62096402_forward,243.14592
62097651,62097651_backward,409.99881
62096746,62096746_backward,62.55237
62096754,62096754_backward,16.36576
62092909,62092909_backward,96.16423
62092910,62092910_forward,67.28431
62092911,62092911_forward,57.39265
62047392,62047392_backward,280.02852
62047395,62047395_forward,124.5251
62079010,62079010_backward,151.59175
62088495,62088495_backward,145.91256
62048621,62048621_forward,97.28816
62048622,62048622_forward,159.87156
62048629,62048629_backward,89.71379
62082534,62082534_backward,25.62184
62104870,62104870_backward,177.07045
62043303,62043303_backward,72.87793
62043432,62043432_forward,48.04571
62043299,62043299_backward,343.60137
62043568,62043568_forward,52.09179
62091763,62091763_forward,111.69977
62091764,62091764_forward,88.23932
62104905,62104905_forward,116.52825
62043432,62043432_backward,48.04571
62043571,62043571_forward,59.62728
62091812,62091812_backward,14.52496
62104866,62104866_backward,424.43812
62047337,62047337_backward,61.5317
62047339,62047339_backward,403.96605
62047341,62047341_forward,92.11242
62049240,62049240_forward,110.2261
62049244,62049244_backward,45.24053
62049288,62049288_forward,125.87139
62043284,62043284_forward,440.45926
62088183,62088183_backward,910.6825
62088208,62088208_backward,161.29309
62048634,62048634_backward,174.00855
62047402,62047402_forward,72.65102
62046544,62046544_backward,240.19314
62091812,62091812_forward,14.52496
62099348,62099348_backward,166.40776
62091968,62091968_backward,63.61259
62091969,62091969_forward,91.95285
62091970,62091970_forward,100.5617
62091946,62091946_backward,145.92397
62091952,62091952_backward,266.30604
62106077,62106077_forward,257.67782
62048625,62048625_backward,128.97426
62088672,62088672_forward,248.99282
62105001,62105001_forward,81.92662
62049238,62049238_backward,161.98662
62049242,62049242_backward,131.39563
62049244,62049244_forward,45.24053
62092890,62092890_forward,108.92281
62092893,62092893_forward,67.27863
62092897,62092897_backward,79.59321
62092909,62092909_forward,96.16423
62084327,62084327_backward,357.98163
62084346,62084346_backward,121.58757
62091785,62091785_forward,121.92054
62106008,62106008_forward,66.17051
62096750,62096750_backward,59.90696
62046558,62046558_backward,182.31572
62092910,62092910_backward,67.28431
62084348,62084348_backward,60.84978
62049241,62049241_backward,198.95419
62049242,62049242_forward,131.39563
62092972,62092972_backward,195.6879
62047193,62047193_forward,219.50813
62047199,62047199_backward,172.82484
62104908,62104908_forward,115.22174
62096742,62096742_backward,78.16414
62096746,62096746_forward,62.55237
62096749,62096749_backward,96.18355
62096782,62096782_forward,484.30804
62049234,62049234_backward,586.26168
62049235,62049235_backward,131.85439
62049241,62049241_forward,198.95419
62043570,62043570_forward,41.03505
62043571,62043571_backward,59.62728
62045572,62045572_backward,1122.48082
62088386,62088386_forward,951.94821
62091938,62091938_backward,105.13903
62091945,62091945_backward,266.01477
62091946,62091946_forward,145.92397
62091965,62091965_forward,69.61417
62047422,62047422_forward,269.91735
62047523,62047523_backward,450.29529
62097397,62097397_backward,50.07626
62092895,62092895_backward,79.94558
62043299,62043299_forward,343.60137
62043570,62043570_backward,41.03505
62088186,62088186_forward,615.8493
62096748,62096748_backward,53.44158
62096749,62096749_forward,96.18355
62096750,62096750_forward,59.90696
62102462,62102462_backward,153.26816
62096379,62096379_backward,212.49373
62096380,62096380_forward,223.76915
62096381,62096381_backward,108.08906
62046566,62046566_backward,788.03182
62046570,62046570_backward,242.98567
62088493,62088493_forward,525.3152
62048627,62048627_forward,51.43063
62092962,62092962_backward,165.22872
62105001,62105001_backward,81.92662
62046619,62046619_backward,160.76379
62048865,62048865_backward,322.5358
62048632,62048632_backward,126.92064
62091970,62091970_backward,100.5617
62096748,62096748_forward,53.44158
62096751,62096751_forward,85.16048
62091920,62091920_forward,142.17396
62091923,62091923_backward,197.23071
62091938,62091938_forward,105.13903
62091968,62091968_forward,63.61259
62048630,62048630_backward,28.14601
62048631,62048631_backward,41.10884
62048632,62048632_forward,126.92064
62092893,62092893_backward,67.27863
62092894,62092894_forward,68.04667
62092895,62092895_forward,79.94558
62092897,62092897_forward,79.59321
62092898,62092898_forward,120.78078
62099693,62099693_backward,83.27739
62047192,62047192_backward,41.08548
62082549,62082549_backward,204.85744
62048627,62048627_backward,51.43063
62048629,62048629_forward,89.71379
62048630,62048630_forward,28.14601
62047413,62047413_forward,229.74073
62047427,62047427_forward,44.40525
62092885,62092885_backward,119.87224
62047425,62047425_forward,222.02633
62047427,62047427_backward,44.40525
62047417,62047417_forward,92.66836
62047423,62047423_forward,211.633
62047425,62047425_backward,222.02633
62047426,62047426_backward,95.59524
62047402,62047402_backward,72.65102
62047406,62047406_forward,129.62794
62079010,62079010_forward,151.59175
62104918,62104918_forward,199.21114
62047341,62047341_backward,92.11242
62047342,62047342_backward,133.16351
62088546,62088546_backward,230.90988
62096377,62096377_backward,147.77652
62096378,62096378_forward,144.49347
62096381,62096381_forward,108.08906
62048695,62048695_backward,925.72631
62082413,62082413_backward,79.62456
62047178,62047178_forward,103.46652
62047191,62047191_backward,33.21664
62104905,62104905_backward,116.52825
62043184,62043184_backward,63.70697
62043188,62043188_forward,31.44176
62043189,62043189_backward,151.09916
62088179,62088179_forward,108.08689
62080310,62080310_forward,220.71931
62081462,62081462_backward,689.68842
62088305,62088305_forward,1190.1441
62045290,62045290_forward,1475.64729
62045092,62045092_backward,233.34138
62043193,62043193_backward,79.34698
62043194,62043194_forward,89.57521
62043195,62043195_backward,99.47604
62043188,62043188_backward,31.44176
62043392,62043392_forward,109.85886
62045382,62045382_backward,267.11423
62048091,62048091_backward,109.33804
62096261,62096261_forward,804.209
62048611,62048611_backward,41.1066
62047423,62047423_backward,211.633
62091766,62091766_backward,34.95847
62104906,62104906_backward,55.51517
62104906,62104906_forward,55.51517
62048688,62048688_backward,347.64563
62048693,62048693_backward,52.11469
62048695,62048695_forward,925.72631
62048612,62048612_forward,235.33408
62084999,62084999_backward,69.59562
62104769,62104769_backward,523.26851
62104769,62104769_forward,523.26851
62045265,62045265_backward,396.675
62047177,62047177_backward,178.66197
62045096,62045096_forward,809.2282
62104776,62104776_backward,471.88354
62045557,62045557_forward,265.61059
62045558,62045558_backward,103.37015
62104803,62104803_backward,1121.4484
62045272,62045272_backward,290.59933
62048855,62048855_backward,332.8604
62104218,62104218_backward,178.7107
62105011,62105011_forward,455.42238
62048631,62048631_forward,41.10884
62048637,62048637_backward,113.16009
62092937,62092937_backward,131.3143
62048611,62048611_forward,41.1066
62048612,62048612_backward,235.33408
62090401,62090401_backward,120.55743
62104918,62104918_backward,199.21114
62097677,62097677_backward,296.38663
62097678,62097678_forward,145.42384
62097679,62097679_forward,199.2187
62045368,62045368_backward,1068.48394
62045382,62045382_forward,267.11423
62079638,62079638_backward,773.22499
62088200,62088200_forward,501.97282
62043195,62043195_forward,99.47604
62043196,62043196_backward,83.21741
62043197,62043197_backward,96.08608
62043709,62043709_forward,83.20958
62096268,62096268_backward,176.68868
62096269,62096269_forward,261.02674
62096270,62096270_forward,203.28163
62045093,62045093_backward,60.30946
62075009,62075009_forward,318.29163
62043184,62043184_forward,63.70697
62043205,62043205_forward,59.57512
62043200,62043200_forward,184.68342
62043201,62043201_backward,120.7271
62043202,62043202_forward,73.81005
62043306,62043306_forward,194.36332
62043312,62043312_backward,911.75501
62043482,62043482_backward,293.87638
62048679,62048679_backward,294.27918
62047192,62047192_forward,41.08548
62047193,62047193_backward,219.50813
62091766,62091766_forward,34.95847
62104907,62104907_forward,158.61712
62091785,62091785_backward,121.92054
62091787,62091787_forward,95.29419
62091789,62091789_forward,216.63864
62092938,62092938_backward,59.34859
62046561,62046561_forward,79.97988
62083894,62083894_backward,66.91838
62043705,62043705_backward,102.71253
62096742,62096742_forward,78.16414
62096743,62096743_forward,309.38812
62096745,62096745_backward,97.40596
62043189,62043189_forward,151.09916
62043190,62043190_backward,130.17929
62043202,62043202_backward,73.81005
62048865,62048865_forward,322.5358
62048866,62048866_forward,351.20052
62048929,62048929_backward,275.49552
62047347,62047347_backward,86.25718
62099693,62099693_forward,83.27739
62099694,62099694_forward,23.6401
62104764,62104764_backward,103.99189
62099009,62099009_backward,442.57305
62104865,62104865_forward,330.46703
62047191,62047191_forward,33.21664
62047195,62047195_backward,79.74803
62100514,62100514_backward,11.64295
62043306,62043306_backward,194.36332
62043704,62043704_forward,1170.29645
62043705,62043705_forward,102.71253
62043190,62043190_forward,130.17929
62043201,62043201_forward,120.7271
62043436,62043436_backward,1449.91797
62045094,62045094_backward,183.77788
62104776,62104776_forward,471.88354
62057367,62057367_forward,159.22925
62057376,62057376_backward,84.48144
62057377,62057377_forward,166.05748
62045269,62045269_backward,646.88236
62088353,62088353_forward,375.51488
62054534,62054534_forward,243.10786
62055993,62055993_forward,184.68806
62055994,62055994_backward,112.57778
62043204,62043204_backward,31.57138
62043708,62043708_forward,43.4616
62043709,62043709_backward,83.20958
62057420,62057420_backward,404.8786
62057427,62057427_backward,741.3259
62057604,62057604_backward,278.06508
62057605,62057605_forward,117.85677
62057606,62057606_forward,300.85141
62048084,62048084_backward,445.15044
62048103,62048103_backward,1456.01145
62104961,62104961_forward,817.21792
62057380,62057380_backward,51.4487
62045093,62045093_forward,60.30946
62045094,62045094_forward,183.77788
62045097,62045097_forward,989.88614
62080318,62080318_backward,364.81392
62055765,62055765_backward,79.94838
62055766,62055766_forward,109.68081
62055767,62055767_forward,171.70056
62043196,62043196_forward,83.21741
62043204,62043204_forward,31.57138
62043205,62043205_backward,59.57512
62045291,62045291_forward,159.68521
62088352,62088352_forward,1342.79797
62055757,62055757_forward,133.38376
62055759,62055759_forward,340.51441
62055760,62055760_backward,161.53374
62097678,62097678_backward,145.42384
62101027,62101027_backward,62.85691
62049245,62049245_forward,160.32539
62049288,62049288_backward,125.87139
62049289,62049289_forward,213.01992
62096385,62096385_backward,12.69003
62096400,62096400_forward,150.82365
62100515,62100515_backward,35.13275
62082413,62082413_forward,79.62456
62082416,62082416_backward,129.57162
62047174,62047174_forward,100.65746
62047178,62047178_backward,103.46652
62047179,62047179_backward,83.68385
62053348,62053348_forward,60.55863
62054722,62054722_forward,78.18878
62054723,62054723_backward,69.20986
62051616,62051616_forward,89.2472
62052053,62052053_backward,235.67959
62052054,62052054_backward,181.69599
62103217,62103217_backward,504.96953
62096751,62096751_backward,85.16048
62043197,62043197_forward,96.08608
62043203,62043203_forward,627.10529
62043708,62043708_backward,43.4616
62051953,62051953_forward,288.68462
62051954,62051954_backward,163.30075
62079597,62079597_forward,150.31044
62096343,62096343_backward,195.16488
62043466,62043466_backward,54.32889
62043691,62043691_forward,867.1975
62043692,62043692_forward,15.29412
62096260,62096260_backward,195.46973
62097674,62097674_backward,349.48381
62097677,62097677_forward,296.38663
62104777,62104777_forward,1086.39865
62043466,62043466_forward,54.32889
62088207,62088207_backward,1507.18244
62080318,62080318_forward,364.81392
62080319,62080319_forward,243.10976
62080320,62080320_backward,459.49365
62104953,62104953_forward,3375.2233
62104954,62104954_backward,979.26621
62104955,62104955_forward,858.32995
62045099,62045099_backward,808.46368
62045101,62045101_forward,406.8195
62097674,62097674_forward,349.48381
62096269,62096269_backward,261.02674
62045291,62045291_backward,159.68521
62045298,62045298_backward,265.09045
62096263,62096263_backward,246.40655
62083897,62083897_backward,75.21244
62094542,62094542_forward,151.55971
62096382,62096382_backward,482.06565
62096385,62096385_forward,12.69003
62047350,62047350_forward,112.57827
62047351,62047351_forward,65.711
62088548,62088548_backward,302.13559
62048693,62048693_forward,52.11469
62081493,62081493_backward,543.98776
62046457,62046457_forward,209.13249
62046459,62046459_backward,358.61022
62091917,62091917_forward,720.43188
62047400,62047400_backward,83.6651
62045379,62045379_backward,388.89485
62088358,62088358_backward,1380.61937
62082841,62082841_forward,365.23006
62087943,62087943_backward,77.4625
62043296,62043296_forward,536.26093
62045294,62045294_backward,883.37847
62045298,62045298_forward,265.09045
62088358,62088358_forward,1380.61937
62096261,62096261_backward,804.209
62096262,62096262_forward,297.17529
62096263,62096263_forward,246.40655
62043695,62043695_backward,90.86281
62088232,62088232_backward,564.46554
62088232,62088232_forward,564.46554
62080756,62080756_backward,618.61308
62096341,62096341_backward,539.97924
62096342,62096342_forward,1169.26284
62096343,62096343_forward,195.16488
62087945,62087945_forward,6.77378
62094973,62094973_backward,435.8738
62043692,62043692_backward,15.29412
62043695,62043695_forward,90.86281
62043696,62043696_forward,221.09645
62087943,62087943_forward,77.4625
62087945,62087945_backward,6.77378
62088353,62088353_backward,375.51488
62043216,62043216_forward,405.01395
62043217,62043217_backward,224.68614
62088196,62088196_backward,97.64493
62048103,62048103_forward,1456.01145
62092178,62092178_backward,648.55851
62092181,62092181_forward,272.4661
62092184,62092184_forward,190.02796
62088196,62088196_forward,97.64493
62080320,62080320_forward,459.49365
62045101,62045101_backward,406.8195
62045270,62045270_forward,871.82085
62092184,62092184_backward,190.02796
62092185,62092185_forward,180.96394
62092188,62092188_forward,304.55589
62080319,62080319_backward,243.10976
62043696,62043696_backward,221.09645
62096260,62096260_forward,195.46973
62096262,62096262_backward,297.17529
62104964,62104964_backward,1782.92181
62045411,62045411_forward,514.6972
62092185,62092185_backward,180.96394
62104789,62104789_backward,781.94574
62043216,62043216_backward,405.01395
62043537,62043537_forward,40.278
62048094,62048094_forward,1037.11431
62094972,62094972_forward,69.06579
62043219,62043219_forward,169.37024
62043296,62043296_backward,536.26093
62043519,62043519_backward,465.64542
62082841,62082841_backward,365.23006
62088349,62088349_backward,468.63578
62088355,62088355_forward,379.84204
62043312,62043312_forward,911.75501
62045379,62045379_forward,388.89485
62046076,62046076_forward,892.85423
62043219,62043219_backward,169.37024
62043395,62043395_forward,67.08423
62043218,62043218_forward,119.77787
62043395,62043395_backward,67.08423
62043527,62043527_backward,160.16114
62043203,62043203_backward,627.10529
62043217,62043217_forward,224.68614
62043218,62043218_backward,119.77787
62094972,62094972_backward,69.06579
62094973,62094973_forward,435.8738
62045290,62045290_backward,1475.64729
62045294,62045294_forward,883.37847
62045713,62045713_forward,218.63739
62088628,62088628_forward,393.38991
62097878,62097878_forward,449.13156
62104961,62104961_backward,817.21792
62043388,62043388_backward,35.13799
62043527,62043527_forward,160.16114
62080757,62080757_backward,207.84025
62092181,62092181_backward,272.4661
62092182,62092182_forward,173.83863
62092186,62092186_forward,214.41293
62092186,62092186_backward,214.41293
62092187,62092187_forward,197.1168
62092188,62092188_backward,304.55589
62097880,62097880_backward,413.37646
62088442,62088442_backward,2068.42165
62092178,62092178_forward,648.55851
62079474,62079474_backward,373.55181
62079638,62079638_forward,773.22499
62080755,62080755_forward,7.37607
62080755,62080755_backward,7.37607
62080756,62080756_forward,618.61308
62080757,62080757_forward,207.84025
62043537,62043537_backward,40.278
62101345,62101345_backward,328.7015
62045638,62045638_backward,109.8756
62088349,62088349_forward,468.63578
62048110,62048110_backward,228.73156
62045108,62045108_forward,724.41729
62104777,62104777_backward,1086.39865
62092182,62092182_backward,173.83863
62043436,62043436_forward,1449.91797
62088180,62088180_backward,1450.37934
62092187,62092187_backward,197.1168
62043388,62043388_forward,35.13799
62043536,62043536_backward,132.01559
62043520,62043520_backward,182.26518
62048097,62048097_backward,732.03404
62045411,62045411_backward,514.6972
62048064,62048064_forward,550.8015
62104955,62104955_backward,858.32995
62068729,62068729_forward,76.0464
62068732,62068732_backward,20.57876
62054858,62054858_backward,78.18869
62054859,62054859_forward,78.66729
62054861,62054861_forward,78.18869
62054862,62054862_backward,60.57344
62054767,62054767_forward,41.67756
62054768,62054768_forward,140.75011
62054769,62054769_backward,44.66469
62068309,62068309_backward,92.13984
62077161,62077161_forward,118.08861
62068277,62068277_forward,60.62843
62068279,62068279_backward,64.56585
62068298,62068298_backward,181.89886
62064696,62064696_forward,278.06753
62064706,62064706_forward,84.73405
62064708,62064708_backward,121.70859
62065062,62065062_forward,36.37098
62065063,62065063_forward,105.08993
62065064,62065064_backward,112.6105
62065084,62065084_backward,221.94644
62064677,62064677_forward,164.83533
62064680,62064680_backward,64.53051
62089319,62089319_backward,268.83882
62064585,62064585_backward,515.58959
62064587,62064587_backward,358.84109
62064682,62064682_forward,144.12506
62064684,62064684_forward,34.41
62063255,62063255_forward,72.66951
62063256,62063256_backward,56.29211
62063257,62063257_forward,75.98781
62063441,62063441_backward,56.17636
62050385,62050385_backward,217.28091
62091148,62091148_forward,52.20535
62105172,62105172_backward,86.09568
62043536,62043536_forward,132.01559
62043538,62043538_backward,46.84477
62068739,62068739_forward,98.8107
62068741,62068741_forward,64.58587
62068743,62068743_backward,88.79916
62068744,62068744_backward,64.58603
62045097,62045097_backward,989.88614
62045414,62045414_forward,540.49789
62052186,62052186_forward,54.57185
62052187,62052187_forward,34.1435
62052188,62052188_forward,54.57199
62105194,62105194_forward,221.5242
62102025,62102025_backward,14.29153
62052057,62052057_forward,64.45516
62093571,62093571_forward,41.39278
62102450,62102450_forward,6.01305
62106056,62106056_backward,61.28199
62054389,62054389_backward,72.74322
62088991,62088991_backward,202.00358
62088992,62088992_forward,178.40686
62054761,62054761_backward,413.85333
62054766,62054766_backward,112.92716
62051759,62051759_backward,191.64437
62095307,62095307_forward,51.35722
62052960,62052960_forward,205.80378
62054581,62054581_backward,69.10199
62054598,62054598_backward,74.91918
62053905,62053905_backward,71.48852
62053906,62053906_backward,61.68927
62053907,62053907_forward,71.48845
62088977,62088977_forward,215.45752
62101026,62101026_backward,72.72016
62101027,62101027_forward,62.85691
62101028,62101028_forward,62.77449
62053995,62053995_forward,133.49459
62054001,62054001_forward,242.09951
62054002,62054002_backward,100.2845
62076432,62076432_backward,75.69928
62054848,62054848_backward,103.22799
62054849,62054849_forward,103.22805
62054852,62054852_backward,61.68055
62056001,62056001_forward,111.34782
62100650,62100650_backward,45.59544
62100651,62100651_forward,10.16147
62100652,62100652_forward,20.53507
62053226,62053226_forward,90.55153
62053227,62053227_forward,95.6418
62053228,62053228_backward,205.93117
62055699,62055699_backward,180.07299
62080028,62080028_backward,22.96104
62080029,62080029_forward,93.81704
62080030,62080030_backward,37.10409
62080031,62080031_forward,32.54017
62093823,62093823_backward,152.87235
62093880,62093880_forward,81.61034
62054724,62054724_forward,144.31612
62054728,62054728_forward,104.4086
62054729,62054729_backward,71.48548
62054723,62054723_forward,69.20986
62054724,62054724_backward,144.31612
62076487,62076487_backward,109.45501
62102450,62102450_backward,6.01305
62102451,62102451_forward,40.9438
62102458,62102458_forward,47.59332
62054730,62054730_forward,168.52911
62054736,62054736_forward,121.63079
62054737,62054737_backward,168.52914
62054738,62054738_backward,123.14131
62064088,62064088_forward,55.50532
62064089,62064089_forward,44.69964
62064090,62064090_backward,121.23778
62065029,62065029_backward,117.37658
62065030,62065030_forward,253.0001
62065036,62065036_forward,307.5513
62064086,62064086_forward,69.27825
62064087,62064087_forward,66.60639
62064088,62064088_backward,55.50532
62068265,62068265_forward,67.16699
