TLID,NAME,WEIGHT
62045045,62045045_forward,134.70352
62075638,62075638_backward,253.28013
62099547,62099547_backward,173.42828
62104787,62104787_forward,1061.81725
62045169,62045169_forward,1005.05757
62045173,62045173_backward,282.08477
62045174,62045174_backward,512.16368
62104784,62104784_forward,1305.76253
62045064,62045064_backward,157.01368
62045065,62045065_forward,121.08872
62045066,62045066_forward,652.66344
62075017,62075017_backward,403.48315
62099546,62099546_backward,163.26753
62099547,62099547_forward,173.42828
62099548,62099548_forward,326.18283
62048653,62048653_backward,240.1797
62048680,62048680_forward,130.69925
62048681,62048681_forward,201.41183
62046623,62046623_backward,112.11217
62046624,62046624_forward,101.85157
62083152,62083152_forward,174.03786
62049233,62049233_forward,443.2876
62047335,62047335_backward,316.57952
62047338,62047338_backward,348.76525
62047339,62047339_forward,403.96605
62092958,62092958_backward,81.56776
62092959,62092959_forward,80.13405
62092960,62092960_forward,125.42517
62092966,62092966_backward,214.07496
62092967,62092967_forward,151.3941
62092969,62092969_forward,73.78306
62080315,62080315_backward,254.47567
62096373,62096373_backward,106.2956
62091962,62091962_backward,102.14942
62091963,62091963_forward,118.43412
62091964,62091964_forward,67.36208
62084177,62084177_forward,17.85275
62084178,62084178_forward,150.5872
62088545,62088545_backward,59.61356
62084171,62084171_forward,79.39979
62084179,62084179_backward,169.01592
62098365,62098365_forward,116.10117
62048609,62048609_forward,161.00019
62092819,62092819_backward,146.50894
62092872,62092872_forward,316.23813
62045203,62045203_forward,595.24253
62045198,62045198_backward,167.89441
62045228,62045228_backward,847.27741
62048026,62048026_backward,107.3114
62099563,62099563_backward,1166.82775
62104469,62104469_forward,82.72681
62045047,62045047_backward,318.44191
62075638,62075638_forward,253.28013
62045204,62045204_forward,474.21594
62045206,62045206_forward,345.83359
62045221,62045221_backward,130.57802
62048009,62048009_forward,1115.27274
62048015,62048015_backward,80.23919
62048017,62048017_forward,101.98253
62045067,62045067_backward,529.40896
62045070,62045070_backward,512.12128
62045173,62045173_forward,282.08477
62099531,62099531_backward,191.88387
62045184,62045184_forward,891.20813
62045196,62045196_backward,74.46037
62047998,62047998_backward,2262.53043
62048026,62048026_forward,107.3114
62045221,62045221_forward,130.57802
62045222,62045222_forward,833.55381
62047329,62047329_backward,655.00441
62047359,62047359_backward,137.09291
62047392,62047392_forward,280.02852
62080763,62080763_backward,38.63266
62080766,62080766_forward,91.28045
62080768,62080768_forward,78.76579
62092818,62092818_backward,397.97929
62092819,62092819_forward,146.50894
62092827,62092827_forward,239.37378
62047409,62047409_backward,135.8876
62091769,62091769_backward,160.0675
62099529,62099529_backward,1165.89163
62099531,62099531_forward,191.88387
62104481,62104481_forward,555.91493
62045184,62045184_backward,891.20813
62104469,62104469_backward,82.72681
62104470,62104470_forward,30.79813
62106292,62106292_forward,458.48457
62045346,62045346_forward,380.41954
62102017,62102017_forward,347.80361
62104787,62104787_backward,1061.81725
62048011,62048011_backward,65.7417
62048013,62048013_backward,48.32265
62104949,62104949_forward,1825.49119
62043447,62043447_backward,884.62289
62104462,62104462_forward,150.83634
62104481,62104481_backward,555.91493
62104482,62104482_forward,97.37171
62104483,62104483_forward,496.02552
62048010,62048010_forward,45.23964
62048011,62048011_forward,65.7417
62104482,62104482_backward,97.37171
62048010,62048010_backward,45.23964
62048012,62048012_forward,55.50643
62048013,62048013_forward,48.32265
62048012,62048012_backward,55.50643
62048015,62048015_forward,80.23919
62048017,62048017_backward,101.98253
62047331,62047331_backward,162.80677
62047390,62047390_backward,87.94861
62088548,62088548_forward,302.13559
62047412,62047412_forward,109.58755
62104869,62104869_backward,281.56476
62103253,62103253_backward,253.75797
62102016,62102016_forward,238.07232
62102017,62102017_backward,347.80361
62102018,62102018_forward,462.14463
62045047,62045047_forward,318.44191
62045049,62045049_backward,476.49678
62098488,62098488_forward,2815.36533
62098491,62098491_forward,1938.57765
62102007,62102007_backward,161.21107
62102009,62102009_forward,324.36048
62104951,62104951_forward,274.66011
62045205,62045205_forward,173.50694
62045206,62045206_backward,345.83359
62045232,62045232_forward,227.33926
62102009,62102009_backward,324.36048
62045172,62045172_backward,1442.05239
62045205,62045205_backward,173.50694
62106292,62106292_backward,458.48457
62045216,62045216_backward,532.27103
62102016,62102016_backward,238.07232
62102007,62102007_forward,161.21107
62104462,62104462_backward,150.83634
62104470,62104470_backward,30.79813
62064943,62064943_forward,173.85995
62064949,62064949_backward,294.60613
62064952,62064952_backward,160.3389
62093993,62093993_forward,201.09506
62093997,62093997_backward,91.32329
62105462,62105462_backward,342.29945
62064842,62064842_forward,51.44432
62064843,62064843_forward,112.99659
62064846,62064846_backward,88.76502
62063419,62063419_forward,78.18871
62063421,62063421_forward,218.8706
62063422,62063422_backward,61.2762
62080722,62080722_backward,428.06988
62048008,62048008_backward,2.71439
62048016,62048016_backward,2.75451
62048023,62048023_forward,1629.92902
62048008,62048008_forward,2.71439
62048016,62048016_forward,2.75451
62048024,62048024_backward,151.3595
62104949,62104949_backward,1825.49119
62063387,62063387_backward,69.2119
62045232,62045232_backward,227.33926
62045233,62045233_forward,294.28351
62045236,62045236_forward,279.21401
62063392,62063392_forward,68.31255
62063396,62063396_forward,484.53812
62063397,62063397_backward,299.35822
62063184,62063184_backward,99.91166
62063186,62063186_forward,152.65286
62063187,62063187_forward,344.13842
62104483,62104483_backward,496.02552
62045353,62045353_backward,174.36424
62063220,62063220_forward,112.35259
62063224,62063224_backward,104.39235
62063236,62063236_backward,456.36055
62105459,62105459_forward,100.69069
62045346,62045346_backward,380.41954
62068669,62068669_forward,274.45047
62068688,62068688_forward,126.49654
62068695,62068695_backward,164.03244
62068696,62068696_backward,266.39477
62063184,62063184_forward,99.91166
62089277,62089277_backward,350.92902
62089278,62089278_forward,534.8737
62054534,62054534_backward,243.10786
62077711,62077711_backward,201.21877
62045227,62045227_forward,234.98687
62045066,62045066_backward,652.66344
62045069,62045069_forward,900.34288
62045070,62045070_forward,512.12128
62079468,62079468_forward,893.64198
62043729,62043729_backward,26.40129
62043729,62043729_forward,26.40129
62105279,62105279_forward,141.63844
62054250,62054250_backward,152.02955
62051628,62051628_forward,95.57051
62057276,62057276_forward,65.43569
62057283,62057283_backward,171.36319
62050596,62050596_forward,414.20641
62050602,62050602_forward,211.61904
62050603,62050603_backward,83.52448
62051633,62051633_forward,60.51402
62051636,62051636_backward,47.65275
62051638,62051638_forward,121.51341
62051866,62051866_backward,57.70063
62051865,62051865_forward,134.78179
62074885,62074885_forward,57.8994
62068201,62068201_forward,117.43229
62068202,62068202_forward,349.26775
62068204,62068204_backward,153.28257
62068208,62068208_backward,134.10776
62063220,62063220_backward,112.35259
62051531,62051531_forward,65.39312
62051537,62051537_forward,28.13848
62068247,62068247_backward,79.45295
62068248,62068248_backward,314.96679
62068249,62068249_forward,37.5408
62079473,62079473_backward,1554.95844
62080758,62080758_forward,219.90702
62080759,62080759_forward,452.32462
62045347,62045347_forward,77.20391
62080758,62080758_backward,219.90702
62102018,62102018_backward,462.14463
62063395,62063395_forward,246.15855
62063419,62063419_backward,78.18871
62063420,62063420_backward,138.24354
62048024,62048024_forward,151.3595
62078560,62078560_backward,138.57415
62045348,62045348_backward,212.1062
62045350,62045350_forward,556.86148
62045351,62045351_forward,201.64227
62104788,62104788_backward,1773.90768
62068064,62068064_forward,104.11675
62068066,62068066_forward,140.40359
62068067,62068067_backward,75.15471
62068068,62068068_backward,143.90115
62045350,62045350_backward,556.86148
62045353,62045353_forward,174.36424
62045354,62045354_forward,55.50665
62064944,62064944_forward,47.66188
62064945,62064945_forward,102.85287
62064951,62064951_backward,121.00816
62045354,62045354_backward,55.50665
62045355,62045355_forward,330.13845
62099529,62099529_forward,1165.89163
62065007,62065007_forward,72.75136
62065008,62065008_backward,90.48169
62065009,62065009_backward,81.04164
62065159,62065159_forward,285.34066
62045233,62045233_backward,294.28351
62063433,62063433_backward,125.44282
62064588,62064588_forward,226.23224
62064589,62064589_backward,137.64026
62064675,62064675_backward,118.40029
62099120,62099120_forward,85.17627
62104475,62104475_backward,351.5432
62053438,62053438_backward,60.57063
62053439,62053439_forward,41.12087
62053440,62053440_backward,23.82898
62045203,62045203_backward,595.24253
62045231,62045231_backward,27.57672
62088350,62088350_forward,236.48959
62104474,62104474_forward,206.24306
62104475,62104475_forward,351.5432
62104951,62104951_backward,274.66011
62045227,62045227_backward,234.98687
62045228,62045228_forward,847.27741
62045231,62045231_forward,27.57672
62057285,62057285_forward,128.50201
62057287,62057287_backward,41.15806
62057131,62057131_forward,150.30163
62057138,62057138_forward,88.80797
62057140,62057140_backward,227.91571
62051615,62051615_forward,135.835
62051627,62051627_forward,130.11253
62051629,62051629_backward,228.00568
62051535,62051535_backward,95.63321
62051543,62051543_forward,46.53105
62055993,62055993_backward,184.68806
62077697,62077697_backward,131.9061
62057136,62057136_forward,56.52265
62057137,62057137_forward,206.90719
62057138,62057138_backward,88.80797
62057139,62057139_backward,89.43264
62054543,62054543_forward,110.89252
62054546,62054546_backward,193.41764
62056000,62056000_backward,123.18418
62091353,62091353_forward,128.79912
62075003,62075003_backward,311.48641
62048033,62048033_backward,38.3893
62088622,62088622_backward,337.70643
62104474,62104474_backward,206.24306
62045186,62045186_forward,154.38279
62104784,62104784_backward,1305.76253
62045237,62045237_backward,101.47882
62043314,62043314_backward,68.04569
62043447,62043447_forward,884.62289
62045230,62045230_forward,294.99783
62045049,62045049_forward,476.49678
62045052,62045052_forward,188.90725
62104771,62104771_forward,155.75868
62045238,62045238_backward,69.72589
62104786,62104786_forward,498.71999
62045052,62045052_backward,188.90725
62075003,62075003_forward,311.48641
62057110,62057110_backward,48.67005
62080192,62080192_forward,86.56117
62080195,62080195_backward,463.22671
62092248,62092248_forward,86.39618
62092313,62092313_forward,44.29042
62051613,62051613_backward,95.30429
62051614,62051614_forward,456.62927
62052031,62052031_backward,261.57842
62051602,62051602_backward,90.01986
62051606,62051606_forward,199.85948
62051608,62051608_forward,173.09101
62045236,62045236_backward,279.21401
62045237,62045237_forward,101.47882
62045238,62045238_forward,69.72589
62088350,62088350_backward,236.48959
62045347,62045347_backward,77.20391
62045348,62045348_forward,212.1062
62045349,62045349_backward,330.85103
62077696,62077696_backward,175.48077
62077698,62077698_forward,135.08868
62083747,62083747_forward,72.90562
62105176,62105176_backward,60.61279
62053339,62053339_forward,210.29321
62053354,62053354_forward,123.33339
62053355,62053355_backward,124.84145
62053356,62053356_backward,121.12321
62051867,62051867_forward,96.91504
62081589,62081589_backward,21.20578
62053366,62053366_forward,44.66151
62053370,62053370_forward,241.58968
62093232,62093232_backward,152.99347
62043212,62043212_forward,571.82954
62043314,62043314_forward,68.04569
62098491,62098491_backward,1938.57765
62101392,62101392_backward,206.14885
62045355,62045355_backward,330.13845
62064960,62064960_forward,118.15656
62064962,62064962_backward,140.79183
62064963,62064963_forward,79.44253
62064506,62064506_forward,153.67912
62064507,62064507_backward,150.66309
62064622,62064622_backward,229.88918
62064944,62064944_backward,47.66188
62080759,62080759_backward,452.32462
62045186,62045186_backward,154.38279
62045189,62045189_forward,425.30034
62045190,62045190_forward,907.12645
62071931,62071931_backward,44.58239
62079468,62079468_backward,893.64198
62080721,62080721_forward,2299.5152
62080722,62080722_forward,428.06988
62094546,62094546_backward,833.58004
62104771,62104771_backward,155.75868
62099120,62099120_backward,85.17627
62099121,62099121_forward,68.20033
62048039,62048039_backward,1052.03227
62104952,62104952_forward,298.47354
62083593,62083593_backward,201.28599
62089714,62089714_backward,288.27838
62098102,62098102_forward,293.51549
62045326,62045326_backward,328.69304
62071926,62071926_forward,51.16045
62071927,62071927_forward,123.25508
62071964,62071964_backward,385.64695
62064994,62064994_forward,130.37647
62065008,62065008_forward,90.48169
62065010,62065010_backward,79.61431
62065011,62065011_backward,106.2678
62104477,62104477_backward,189.54482
62106293,62106293_backward,310.92604
62045351,62045351_backward,201.64227
62045357,62045357_forward,135.97013
62104477,62104477_forward,189.54482
62078053,62078053_backward,93.89873
62052182,62052182_forward,202.42315
62051524,62051524_forward,125.47926
62051536,62051536_backward,88.73538
62051537,62051537_backward,28.13848
62053345,62053345_forward,150.7991
62053349,62053349_forward,103.22725
62053354,62053354_backward,123.33339
62048023,62048023_backward,1629.92902
62048033,62048033_forward,38.3893
62088623,62088623_forward,424.09532
62051870,62051870_backward,171.7364
62078771,62078771_forward,124.01929
62078772,62078772_forward,115.29277
62101647,62101647_backward,226.438
62101642,62101642_forward,156.76584
62105277,62105277_backward,298.92654
62101642,62101642_backward,156.76584
62101645,62101645_forward,226.56779
62105275,62105275_forward,410.22874
62051540,62051540_forward,104.07616
62051542,62051542_backward,89.98474
62075893,62075893_backward,25.75406
62051539,62051539_backward,59.29946
62075893,62075893_forward,25.75406
62077588,62077588_forward,99.94471
62051530,62051530_backward,89.98334
62080193,62080193_backward,63.50646
62078772,62078772_backward,115.29277
62092313,62092313_backward,44.29042
62096618,62096618_forward,269.13549
62080193,62080193_forward,63.50646
62080194,62080194_forward,253.16884
62080199,62080199_backward,191.48717
62104534,62104534_backward,68.08426
62053026,62053026_backward,61.27277
62053030,62053030_forward,237.13671
62053032,62053032_forward,70.36712
62080192,62080192_backward,86.56117
62080199,62080199_forward,191.48717
62080200,62080200_forward,473.18184
62092249,62092249_forward,18.16642
62105101,62105101_backward,77.73147
62054545,62054545_backward,77.94262
62054272,62054272_backward,37.535
62088984,62088984_forward,103.23041
62105268,62105268_backward,244.79851
62054277,62054277_backward,25.97084
62054279,62054279_forward,64.53777
62054281,62054281_backward,137.15832
62057041,62057041_forward,166.74063
62057046,62057046_forward,208.16991
62057052,62057052_backward,145.52306
62076642,62076642_backward,177.35548
62051634,62051634_backward,55.33926
62076234,62076234_backward,30.06127
62081589,62081589_forward,21.20578
62083719,62083719_backward,38.87133
62054179,62054179_forward,121.61002
62054183,62054183_forward,76.83832
62054184,62054184_backward,104.08444
62099815,62099815_backward,18.35997
62068709,62068709_forward,177.21702
62068716,62068716_forward,197.15096
62068717,62068717_forward,48.06596
62068718,62068718_forward,153.80708
62079554,62079554_backward,101.69278
62063392,62063392_backward,68.31255
62068210,62068210_forward,61.7304
62068213,62068213_backward,163.91095
62068218,62068218_backward,95.93473
62068700,62068700_forward,154.35732
62068705,62068705_forward,136.73783
62068707,62068707_backward,136.34392
62068708,62068708_backward,109.2873
62068045,62068045_forward,121.58799
62068064,62068064_backward,104.11675
62068065,62068065_forward,160.08829
62068320,62068320_backward,325.00306
62068066,62068066_backward,140.40359
62068186,62068186_forward,88.78555
62068197,62068197_forward,112.35388
62068198,62068198_backward,146.00982
62065013,62065013_forward,114.01036
62068007,62068007_backward,150.15299
62068008,62068008_backward,113.01479
62094215,62094215_backward,122.33621
62064953,62064953_forward,68.34615
62064955,62064955_backward,92.5302
62064956,62064956_backward,146.27619
62064978,62064978_forward,78.7273
62065005,62065005_forward,285.3404
62065007,62065007_backward,72.75136
62053377,62053377_backward,163.98608
62053434,62053434_forward,35.59873
62076491,62076491_backward,234.80684
62057053,62057053_backward,156.89518
62076642,62076642_forward,177.35548
62105353,62105353_backward,155.73257
62053433,62053433_backward,92.52578
62071925,62071925_backward,105.65745
62071928,62071928_forward,65.00293
62063237,62063237_backward,100.81708
62068233,62068233_forward,286.75794
62068245,62068245_backward,75.08182
62068246,62068246_backward,300.55304
62068247,62068247_forward,79.45295
62078563,62078563_forward,223.79272
62078565,62078565_backward,165.07158
62090060,62090060_forward,250.18604
62071924,62071924_forward,97.24297
62071925,62071925_forward,105.65745
62071926,62071926_backward,51.16045
62071923,62071923_forward,181.79821
62071928,62071928_backward,65.00293
62071930,62071930_backward,97.25539
62064608,62064608_forward,148.83568
62064619,62064619_forward,116.85159
62077028,62077028_backward,110.15315
62089325,62089325_backward,84.42319
62105485,62105485_forward,84.4737
62064585,62064585_forward,515.58959
62064587,62064587_forward,358.84109
62099121,62099121_backward,68.20033
62064610,62064610_forward,194.13458
62064611,62064611_backward,212.5142
62064613,62064613_backward,87.27599
62057063,62057063_forward,111.34765
62057098,62057098_forward,199.22726
62057108,62057108_backward,123.33401
62057039,62057039_forward,322.39585
62057041,62057041_backward,166.74063
62057366,62057366_backward,164.93722
62054268,62054268_forward,47.66045
62054271,62054271_backward,64.53689
62054272,62054272_forward,37.535
62054275,62054275_forward,129.0733
62057054,62057054_forward,66.60615
62057056,62057056_forward,194.24927
62057057,62057057_backward,78.18844
62057053,62057053_forward,156.89518
62057054,62057054_backward,66.60615
62057055,62057055_backward,129.92663
62068005,62068005_forward,257.22917
62068017,62068017_forward,111.01036
62068021,62068021_forward,143.47258
62068051,62068051_backward,34.17746
62068052,62068052_backward,116.31936
62098103,62098103_backward,74.6176
62068006,62068006_backward,187.29765
62068015,62068015_forward,88.80832
62068016,62068016_backward,78.18846
62068006,62068006_forward,187.29765
62068017,62068017_backward,111.01036
62068018,62068018_forward,23.83166
62064841,62064841_forward,168.53026
62064942,62064942_forward,102.51725
62064943,62064943_backward,173.85995
62064945,62064945_backward,102.85287
62068009,62068009_forward,168.53059
62068012,62068012_forward,369.22821
62068014,62068014_backward,131.79844
62068015,62068015_backward,88.80832
62068019,62068019_backward,121.84705
62068191,62068191_forward,56.51703
62068197,62068197_backward,112.35388
62068199,62068199_forward,134.22394
62068239,62068239_forward,100.2839
62068240,62068240_forward,173.61715
62068481,62068481_backward,332.17768
62078049,62078049_backward,54.9885
62068054,62068054_backward,61.32321
62068055,62068055_forward,195.74266
62082190,62082190_backward,146.13162
62076665,62076665_forward,36.50953
62083719,62083719_forward,38.87133
62105361,62105361_backward,148.10353
62054251,62054251_backward,106.3477
62076444,62076444_forward,87.77804
62054255,62054255_forward,169.41255
62054256,62054256_backward,110.16208
62054257,62054257_backward,219.90713
62051859,62051859_backward,201.65332
62074885,62074885_backward,57.8994
62090736,62090736_forward,246.63051
62093318,62093318_backward,215.14148
62088952,62088952_backward,137.22654
62053426,62053426_backward,222.45971
62076386,62076386_forward,104.53068
62051539,62051539_forward,59.29946
62053435,62053435_forward,77.70844
62053368,62053368_backward,110.01139
62053375,62053375_backward,160.28685
62053378,62053378_forward,145.02507
62053443,62053443_backward,97.73969
62053435,62053435_backward,77.70844
62053437,62053437_backward,17.30589
62053438,62053438_forward,60.57063
62064809,62064809_forward,92.7647
62064810,62064810_backward,193.78689
62065028,62065028_backward,272.17647
62068016,62068016_forward,78.18846
62068018,62068018_backward,23.83166
62068020,62068020_forward,210.34393
62071956,62071956_forward,233.1295
62071958,62071958_forward,38.20104
62071959,62071959_forward,34.57638
62089736,62089736_backward,207.81449
62064600,62064600_forward,123.40227
62064611,62064611_forward,212.5142
62064612,62064612_backward,92.75462
62071956,62071956_backward,233.1295
62064831,62064831_forward,79.43984
62064835,62064835_backward,273.55671
62064837,62064837_forward,84.74539
62064838,62064838_backward,62.01638
62098102,62098102_backward,293.51549
62098103,62098103_forward,74.6176
62098104,62098104_forward,94.25347
62068245,62068245_forward,75.08182
62068665,62068665_forward,112.62726
62068683,62068683_backward,61.28892
62068684,62068684_backward,211.75931
62071958,62071958_backward,38.20104
62071960,62071960_backward,65.73196
62077329,62077329_forward,170.56452
62093993,62093993_backward,201.09506
62093994,62093994_forward,253.42244
62105177,62105177_backward,570.23197
62057130,62057130_forward,37.06988
62057136,62057136_backward,56.52265
62057057,62057057_forward,78.18844
62057062,62057062_backward,121.04425
62057063,62057063_backward,111.34765
62051823,62051823_forward,123.05947
62051833,62051833_backward,56.17612
62105176,62105176_forward,60.61279
62105193,62105193_forward,194.97709
62092249,62092249_backward,18.16642
62092277,62092277_backward,423.86338
62077708,62077708_backward,262.40544
62077710,62077710_forward,114.62398
62077711,62077711_forward,201.21877
62054496,62054496_backward,80.69074
62054267,62054267_forward,136.21161
62054268,62054268_backward,47.66045
62068683,62068683_forward,61.28892
62068685,62068685_backward,75.08205
62068686,62068686_backward,184.73394
62072633,62072633_backward,177.83008
62063417,62063417_backward,282.60864
62063429,62063429_forward,68.81891
62063432,62063432_backward,164.31732
62073449,62073449_backward,26.16406
62077414,62077414_forward,216.11792
62105731,62105731_backward,63.54541
62068053,62068053_forward,79.61469
62073617,62073617_forward,73.33117
62073861,62073861_backward,720.70205
62068189,62068189_forward,116.19394
62068199,62068199_backward,134.22394
62068200,62068200_forward,75.0798
62068201,62068201_backward,117.43229
62072713,62072713_forward,120.70318
62072715,62072715_backward,276.27137
62072716,62072716_forward,75.10474
62064946,62064946_backward,170.86441
62105485,62105485_backward,84.4737
62064962,62064962_forward,140.79183
62064973,62064973_forward,36.37422
62064999,62064999_backward,222.26189
62065000,62065000_backward,69.16405
62068228,62068228_forward,173.25958
62068238,62068238_forward,145.34938
62068239,62068239_backward,100.2839
62068243,62068243_backward,250.28483
62078662,62078662_backward,153.63927
62068704,62068704_forward,276.1591
62068717,62068717_backward,48.06596
62078952,62078952_backward,53.74453
62072631,62072631_forward,56.1764
62072632,62072632_forward,55.77799
62072633,62072633_forward,177.83008
62072634,62072634_backward,218.71533
62073459,62073459_backward,86.59542
62064505,62064505_forward,238.83782
62072704,62072704_backward,300.44073
62072758,62072758_backward,56.1765
62072770,62072770_forward,282.59199
62064827,62064827_forward,238.84157
62064840,62064840_forward,104.49782
62064841,62064841_backward,168.53026
62064843,62064843_backward,112.99659
62105715,62105715_backward,458.64341
62053434,62053434_backward,35.59873
62100287,62100287_forward,175.88182
62057295,62057295_backward,197.65954
62091353,62091353_backward,128.79912
62076230,62076230_backward,321.91286
62076234,62076234_forward,30.06127
62053432,62053432_backward,34.1586
62053433,62053433_forward,92.52578
62053437,62053437_forward,17.30589
62080453,62080453_backward,149.24648
62051522,62051522_forward,117.65116
62092236,62092236_backward,451.58429
62051611,62051611_backward,146.62956
62051613,62051613_forward,95.30429
62089999,62089999_backward,468.52782
62096606,62096606_backward,281.93735
62096608,62096608_forward,174.93419
62096609,62096609_forward,179.28276
62053025,62053025_forward,88.93364
62053026,62053026_forward,61.27277
62051631,62051631_forward,45.2392
62051632,62051632_forward,89.25438
62051633,62051633_backward,60.51402
62078054,62078054_backward,144.42827
62078055,62078055_forward,169.32016
62083765,62083765_forward,43.68769
62093997,62093997_forward,91.32329
62093999,62093999_forward,85.57554
62105173,62105173_backward,222.11749
62083594,62083594_backward,588.9947
62084568,62084568_forward,99.92866
62089713,62089713_forward,199.41921
62078051,62078051_backward,70.38737
62078052,62078052_forward,75.85793
62078053,62078053_forward,93.89873
62064616,62064616_forward,146.47237
62064617,62064617_forward,242.00045
62064618,62064618_backward,121.7091
62064955,62064955_forward,92.5302
62064960,62064960_backward,118.15656
62064961,62064961_backward,193.62144
62068676,62068676_forward,276.15129
62068695,62068695_forward,164.03244
